time,dt,accel_x,accel_y,accel_z,union_g,gyro_x,gyro_y,gyro_z,pressure,temp,ag,
1427.865052,0.011048,0.014364,-0.076608,-9.810612,-9.810922,0.005325,-0.003195,0,98549.75,27.13,0.0066211,
1427.876365,0.011313,0.01197,-0.088578,-9.808218,-9.808625,0.00639,-0.00639,0.003195,98549.75,27.13,0.0089181,
1427.887556,0.011191,-0.03591,-0.090972,-9.805824,-9.806312,0.00213,-0.005325,0.001065,98549.75,27.13,0.0112311,
1427.899086,0.01153,-0.014364,-0.08379,-9.810612,-9.81098,0,-0.005325,0.00213,98549.75,27.13,0.0065631,
1427.910044,0.010958,0.014364,-0.067032,-9.808218,-9.808458,0.00426,-0.005325,0.00213,98549.75,27.13,0.0090851,
1427.920963,0.010919,0.004788,-0.074214,-9.801036,-9.801318,0.003195,-0.00852,0.001065,98549.75,27.13,0.0162251,
1427.932176,0.011213,0.002394,-0.079002,-9.801036,-9.801355,0.003195,-0.005325,0.00213,98549.75,27.13,0.0161881,
1427.943567,0.011391,0.002394,-0.098154,-9.834552,-9.835042,0.003195,-0.003195,0.00213,98549.75,27.13,-0.0174989,
1427.954621,0.011054,-0.002394,-0.07182,-9.824976,-9.825239,0.00426,-0.00852,0.003195,98549.75,27.13,-0.0076959,
1427.96574,0.011119,0.002394,-0.076608,-9.8154,-9.815699,0.00213,-0.00852,0.00213,98549.75,27.13,0.0018441,
1427.977112,0.011372,-0.038304,-0.114912,-9.829764,-9.83051,0,-0.00213,0.00213,98549.56,27.13,-0.0129669,
1427.988184,0.011072,0,-0.069426,-9.832158,-9.832403,0.007455,-0.00852,0.003195,98549.56,27.13,-0.0148599,
1427.999335,0.011151,0.004788,-0.088578,-9.820188,-9.820589,0.00426,-0.00426,0.001065,98549.56,27.13,-0.0030459,
1428.010487,0.011152,-0.016758,-0.057456,-9.808218,-9.808401,0.003195,-0.00639,0.00426,98549.56,27.13,0.0091421,
