Time (s),dt, X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg),1,2,3,4
46.0530548,0.0024376,0.298505,-0.071186,9.81476,9.819556,1.790785,346.586792,1,2,3,4
46.0554962,0.0024414,0.296112,-0.02333,9.819546,9.824037,1.732462,355.495087,1,2,3,4
46.0579338,0.0024376,0.269791,-0.04008,9.809975,9.813766,1.592622,351.550018,1,2,3,4
46.0603752,0.0024414,0.288933,-0.04008,9.826724,9.831053,1.700308,352.102539,1,2,3,4
46.0628128,0.0024376,0.224327,-0.087936,9.819546,9.822501,1.405556,338.594818,1,2,3,4
46.0652542,0.0024414,0.233898,0.014955,9.843474,9.846264,1.363866,3.658433,1,2,3,4
46.0676918,0.0024376,0.387039,-0.025723,9.838689,9.846333,2.257761,356.197693,1,2,3,4
46.0701332,0.0024414,0.403789,0.019741,9.766904,9.775267,2.370173,2.798898,1,2,3,4
46.072567,0.0024338,0.281755,0.046062,9.776475,9.780643,1.672691,9.284692,1,2,3,4
46.0750084,0.0024414,0.198006,-0.001795,9.78126,9.783264,1.159609,359.480713,1,2,3,4
46.077446,0.0024376,0.221934,0.036491,9.807582,9.810161,1.313731,9.337058,1,2,3,4
46.0798874,0.0024414,0.281755,-0.001795,9.87458,9.8786,1.634584,359.635071,1,2,3,4
46.082325,0.0024376,0.329611,0.007777,9.865009,9.870517,1.914075,1.351555,1,2,3,4
46.0847664,0.0024414,0.291326,-0.013759,9.805189,9.809525,1.703643,357.296051,1,2,3,4
46.087204,0.0024376,0.265005,0.019741,9.726226,9.729856,1.565106,4.260214,1,2,3,4
46.0896416,0.0024376,0.217149,-0.025723,9.783653,9.786097,1.280389,353.244385,1,2,3,4
46.092083,0.0024414,0.250648,0.000598,9.769297,9.772511,1.46967,0.136744,1,2,3,4
46.0945206,0.0024376,0.30329,-0.016152,9.869795,9.874467,1.762586,356.95163,1,2,3,4
46.096962,0.0024414,0.284148,-0.00658,9.783653,9.787781,1.664011,358.673401,1,2,3,4
46.0993958,0.0024338,0.262612,0.017348,9.805189,9.808721,1.537479,3.779423,1,2,3,4
46.1018372,0.0024414,0.224327,-0.008973,9.783653,9.786228,1.314327,357.709381,1,2,3,4
46.1042747,0.0024375,0.281755,0.017348,9.833903,9.837955,1.644372,3.523318,1,2,3,4
46.1067162,0.0024415,0.308076,-0.016152,9.778868,9.783732,1.806886,356.998901,1,2,3,4
46.1091537,0.0024375,0.310469,0.041276,9.817153,9.822147,1.827242,7.572949,1,2,3,4
46.1115952,0.0024415,0.260219,-0.013759,9.83151,9.834963,1.518395,356.973389,1,2,3,4
46.1140327,0.0024375,0.317647,-0.001795,9.83151,9.83664,1.850655,359.6763,1,2,3,4
46.1164742,0.0024415,0.286541,0.024526,9.766904,9.771137,1.686672,4.892307,1,2,3,4
46.1189117,0.0024375,0.322433,0.012562,9.786046,9.791364,1.888444,2.231174,1,2,3,4
46.1213531,0.0024414,0.291326,0.019741,9.819546,9.823886,1.703183,3.876539,1,2,3,4
46.1237907,0.0024376,0.260219,-0.020937,9.81476,9.818232,1.52367,355.399902,1,2,3,4
46.1262321,0.0024414,0.253041,0.031705,9.798011,9.801329,1.490822,7.141686,1,2,3,4
46.1286659,0.0024338,0.300897,0.017348,9.805189,9.80982,1.760587,3.299682,1,2,3,4
46.1311073,0.0024414,0.339183,0.026919,9.824331,9.830221,1.98347,4.537773,1,2,3,4
46.1335449,0.0024376,0.298505,-0.008973,9.829117,9.833652,1.740238,358.278198,1,2,3,4
46.1359863,0.0024414,0.276969,-0.001795,9.807582,9.811492,1.617615,359.628754,1,2,3,4
46.1384239,0.0024376,0.327219,-0.02333,9.786046,9.791543,1.919996,355.921814,1,2,3,4
46.1408615,0.0024376,0.308076,-0.030508,9.786046,9.790941,1.811862,354.344482,1,2,3,4
46.1433029,0.0024414,0.267398,-0.04008,9.802796,9.806524,1.579915,351.475494,1,2,3,4
