Time (s),dt, X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg),1,2,3,4
2.8894672,0.02,-5.987441,5.255835,4.847859,9.326038,58.67984,138.723022,1,2,3,4
2.9102001,0.02,-5.972486,5.435895,4.505087,9.247451,60.845215,137.692902,1,2,3,4
2.930933,0.02,-6.181259,5.551349,4.900501,9.645742,59.466103,138.073196,1,2,3,4
2.9516656,0.02,-6.447461,5.790032,5.575277,10.304268,57.243847,138.075119,1,2,3,4
2.9723985,0.02,-6.144769,5.499305,5.565705,9.948749,55.983078,138.172821,1,2,3,4
2.9931314,0.02,-5.987441,5.465207,4.733602,9.387487,59.718697,137.61084,1,2,3,4
3.013864,0.02,-6.138786,5.579464,3.93739,9.182491,64.609001,137.732697,1,2,3,4
3.0345969,0.02,-6.558727,5.408377,4.003192,9.396435,64.783928,140.490738,1,2,3,4
3.05533,0.02,-7.088737,5.358727,4.676772,10.041829,62.242584,142.912567,1,2,3,4
3.0760629,0.02,-7.072586,5.535795,5.292923,10.425044,59.488434,141.949295,1,2,3,4
3.0967953,0.02,-6.909873,5.519045,5.231308,10.274862,59.393661,141.384979,1,2,3,4
3.1175282,0.02,-6.84766,5.481359,4.7342,9.967366,61.642605,141.323715,1,2,3,4
3.1382611,0.02,-7.207182,5.245666,4.123432,9.821567,65.175865,143.951431,1,2,3,4
3.1589937,0.02,-7.345367,5.07398,4.085146,9.817745,65.411507,145.364334,1,2,3,4
3.1797266,0.02,-7.026524,5.152345,4.316054,9.723529,63.648468,143.748489,1,2,3,4
3.2004595,0.02,-6.693323,5.438288,4.632504,9.789568,61.757244,140.906342,1,2,3,4
3.2211924,0.02,-6.62094,5.320441,4.983053,9.847576,59.601032,141.215408,1,2,3,4
3.241925,0.02,-6.736992,5.182256,5.077569,9.900735,59.146297,142.431656,1,2,3,4
3.2626576,0.02,-6.924829,5.05723,4.619344,9.739978,61.688404,143.859192,1,2,3,4
3.2833905,0.02,-6.973882,5.143372,3.754937,9.443985,66.571716,143.590515,1,2,3,4
3.3041236,0.02,-7.18445,5.31745,3.704688,9.675552,67.487091,143.493622,1,2,3,4
3.3248563,0.02,-7.302297,5.266603,4.053442,9.873755,65.762062,144.19989,1,2,3,4
3.3455889,0.02,-7.230512,5.209773,4.195815,9.850223,64.788467,144.226257,1,2,3,4
3.3663218,0.02,-7.099505,5.145765,4.371687,9.797628,63.499958,144.06517,1,2,3,4
3.3870544,0.02,-7.151549,5.215157,4.250849,9.818973,64.346855,143.89917,1,2,3,4
3.4077873,0.02,-7.167102,5.338387,4.255635,9.898291,64.536476,143.319565,1,2,3,4
3.4285204,0.02,-7.111469,5.325825,4.449454,9.936551,63.398239,143.170227,1,2,3,4
3.4492533,0.02,-7.019345,5.306084,4.595416,9.926912,62.423985,142.913528,1,2,3,4
3.4699857,0.02,-7.040881,5.156533,4.627121,9.877959,62.067642,143.782059,1,2,3,4
3.4907186,0.02,-6.993622,5.178667,4.496114,9.79512,62.676392,143.480637,1,2,3,4
3.5114515,0.02,-7.059425,5.197809,4.305286,9.766687,63.844215,143.636017,1,2,3,4
3.5321844,0.02,-6.948757,5.024928,4.473382,9.671932,62.450695,144.127792,1,2,3,4
3.552917,0.02,-6.539584,5.269594,5.28754,9.924356,57.806236,141.138153,1,2,3,4
3.5736499,0.02,-6.096912,5.528018,5.629714,9.971209,55.625698,137.801666,1,2,3,4
3.5943828,0.02,-6.113064,5.398806,4.67737,9.401833,60.165554,138.550385,1,2,3,4
3.6151156,0.02,-6.61436,5.172086,3.860221,9.241295,65.309631,141.97644,1,2,3,4
3.635848,0.02,-7.15095,4.98066,3.511467,9.395396,68.053329,145.142654,1,2,3,4
3.6565809,0.02,-7.358528,5.142774,3.680759,9.702785,67.70652,145.050827,1,2,3,4
3.677314,0.02,-7.058228,5.554339,4.262215,9.941617,64.613358,141.799698,1,2,3,4
3.6980467,0.02,-6.952944,5.564509,4.646862,10.044925,62.444481,141.329376,1,2,3,4
3.7187796,0.02,-7.048657,5.345566,4.590032,9.966295,62.577042,142.82402,1,2,3,4
3.7395122,0.02,-7.153343,5.59083,4.152145,9.983387,65.423645,141.989929,1,2,3,4
3.7602451,0.02,-7.31426,5.809175,3.975077,10.151165,66.94664,141.542496,1,2,3,4
3.7809777,0.02,-8.033304,5.820541,4.451847,10.873436,65.831337,144.074738,1,2,3,4
3.8017108,0.02,-8.469396,5.610571,5.305486,11.461123,62.424858,146.477417,1,2,3,4
3.8224437,0.02,-7.758129,5.565107,6.021538,11.287954,57.761269,144.347153,1,2,3,4
3.8431766,0.02,-6.772286,5.610571,6.3344,10.838219,54.23584,140.359604,1,2,3,4
3.8639092,0.02,-5.92104,5.738587,6.183652,10.30668,53.132576,135.8965,1,2,3,4
3.8846419,0.02,-5.301897,5.815157,5.483751,9.591542,55.1292,132.356598,1,2,3,4
3.9053748,0.02,-4.844269,5.810371,4.939982,9.034976,56.854839,129.818909,1,2,3,4
3.9261079,0.02,-5.099105,6.10768,5.138587,9.47152,57.143948,129.857422,1,2,3,4
3.9468408,0.02,-5.867201,5.970691,5.886343,10.233388,54.885681,134.499115,1,2,3,4
3.9675732,0.02,-5.767899,5.971887,6.45105,10.514188,52.152882,134.004547,1,2,3,4
3.988306,0.02,-5.539983,6.296713,5.883951,10.245042,54.947849,131.34201,1,2,3,4
4.0090389,0.02,-5.875576,6.181259,6.034101,10.447044,54.718838,133.547668,1,2,3,4
4.0297718,0.02,-4.706084,5.629714,6.321837,9.685377,49.253021,129.893478,1,2,3,4
4.0505042,0.02,-4.068995,6.434898,6.010172,9.699836,51.711906,122.306496,1,2,3,4
4.0712371,0.02,-4.335794,6.759724,6.58445,10.384987,50.651516,122.676758,1,2,3,4
4.09197,0.02,-5.210969,5.919245,7.243672,10.708055,47.431633,131.358871,1,2,3,4
4.1127033,0.02,-5.380262,6.045466,8.012366,11.388279,45.286472,131.668015,1,2,3,4
4.1334357,0.02,-2.773281,6.656833,8.010572,10.778395,41.994724,112.616936,1,2,3,4
4.1541686,0.02,-2.118845,6.134599,7.439884,9.872927,41.09993,109.054527,1,2,3,4
4.1749015,0.02,-2.846262,5.687141,8.356933,10.501576,37.271114,116.586739,1,2,3,4
4.1956344,0.02,-0.570688,5.680561,9.458828,11.048253,31.11433,95.736877,1,2,3,4
4.2163668,0.02,0.765105,5.139185,8.721839,10.152196,30.783354,81.532188,1,2,3,4
4.2371001,0.02,1.251446,5.273183,6.300302,8.310618,40.702782,76.649399,1,2,3,4
4.257833,0.02,-0.094516,5.195416,5.166104,7.32734,45.166821,91.042229,1,2,3,4
4.2785659,0.02,-0.513859,5.545965,6.592824,8.630591,40.191639,95.293602,1,2,3,4
4.2992988,0.02,1.218545,5.695516,7.075577,9.164472,39.46022,77.923737,1,2,3,4
4.3200312,0.02,3.074179,6.052645,6.083153,9.115363,48.137001,63.073681,1,2,3,4
4.340764,0.02,2.202593,5.869594,5.534,8.362339,48.564491,69.43116,1,2,3,4
4.3614969,0.02,0.136989,5.704489,5.867201,8.184377,44.20266,88.624352,1,2,3,4
4.3822298,0.02,0.407378,5.741578,6.559923,8.727214,41.265369,85.941536,1,2,3,4
4.4029622,0.02,2.650051,6.209375,7.185048,9.85921,43.217033,66.888069,1,2,3,4
4.4236951,0.02,4.113262,6.197411,7.787441,10.768987,43.686001,56.427509,1,2,3,4
4.444428,0.02,4.064807,6.435496,7.935198,10.99571,43.808037,57.722553,1,2,3,4
4.4651613,0.02,2.411367,5.900103,7.702496,9.997717,39.607887,67.77021,1,2,3,4
4.4858942,0.02,1.336391,5.681757,7.643872,9.61754,37.365097,76.764191,1,2,3,4
4.5066266,0.02,2.073979,6.115457,7.840084,10.157121,39.47694,71.266289,1,2,3,4
4.5273595,0.02,3.000001,6.593423,7.750951,10.608981,43.063053,65.534508,1,2,3,4
4.5480924,0.02,3.775874,6.576075,7.806584,10.883232,44.167675,60.136265,1,2,3,4
4.5688252,0.02,3.564708,6.344569,7.297511,10.306035,44.920982,60.670467,1,2,3,4
4.5895576,0.02,1.881357,6.195616,6.556334,9.2147,44.642242,73.108597,1,2,3,4
4.6102905,0.02,0.935594,6.36431,6.361319,9.046886,45.319714,81.637062,1,2,3,4
4.6310234,0.02,0.862014,6.62094,7.180861,9.805339,42.916916,82.582092,1,2,3,4
4.6517563,0.02,1.518246,6.873383,7.802995,10.508815,42.053558,77.544075,1,2,3,4
4.6724892,0.02,2.417947,6.850651,7.945966,10.766441,42.436058,70.559441,1,2,3,4
4.6932216,0.02,1.97707,6.813562,7.229914,10.129416,44.458801,73.819023,1,2,3,4
4.7139544,0.02,1.921437,6.803991,7.308877,10.168869,44.048607,74.2304,1,2,3,4
4.7346878,0.02,1.935195,6.579664,7.729415,10.333481,41.582806,73.610458,1,2,3,4
4.7554207,0.02,1.65344,6.297311,8.005786,10.31904,39.119968,75.288322,1,2,3,4
