Time (s),dt, X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg),1,2,3,4
12.8683949,0.002451,0.250648,0.000598,9.812367,9.815568,1.463131,0.136744,1,2,3,4
12.8708458,0.0024509,0.33679,0.019741,9.845867,9.851645,1.96244,3.354529,1,2,3,4
12.8732967,0.0024509,0.317647,-0.008973,9.872188,9.877301,1.843768,358.381897,1,2,3,4
12.8757467,0.00245,0.279362,-0.071186,9.879367,9.883573,1.671521,345.704254,1,2,3,4
12.8781977,0.002451,0.358325,-0.008973,9.869795,9.876302,2.07999,358.565521,1,2,3,4
12.8806477,0.00245,0.317647,-0.075972,9.83151,9.836933,1.902692,346.549164,1,2,3,4
12.8830986,0.0024509,0.363111,-0.032901,9.838689,9.845442,2.122187,354.822601,1,2,3,4
12.8855486,0.00245,0.444467,-0.016152,9.860224,9.87025,2.582705,357.918823,1,2,3,4
12.8879995,0.0024509,0.377468,-0.02333,9.833903,9.841173,2.202471,356.463226,1,2,3,4
12.8904495,0.00245,0.389432,-0.011366,9.869795,9.877481,2.260533,358.328247,1,2,3,4
12.8928995,0.00245,0.379861,-0.061615,9.865009,9.872512,2.233882,350.786591,1,2,3,4
12.8953505,0.002451,0.341575,-0.052044,9.845867,9.851928,2.009837,351.336792,1,2,3,4
12.8978004,0.0024499,0.41336,-0.064008,9.838689,9.847576,2.434376,351.197784,1,2,3,4
12.9002514,0.002451,0.420539,-0.032901,9.807582,9.816648,2.462674,355.52652,1,2,3,4
12.9027014,0.00245,0.434896,-0.02333,9.829117,9.838761,2.537133,356.929291,1,2,3,4
12.9051523,0.0024509,0.432503,-0.05683,9.84826,9.857916,2.53613,352.514404,1,2,3,4
12.9076033,0.002451,0.39661,-0.042473,9.860224,9.868288,2.316466,353.887543,1,2,3,4
12.9100542,0.0024509,0.406182,-0.064008,9.833903,9.842497,2.39441,351.044708,1,2,3,4
12.9125042,0.00245,0.406182,-0.080758,9.860224,9.868917,2.405094,348.755005,1,2,3,4
